Date,URL
"2021-01-01, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-1-1
"2021-01-09, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-1-9
"2021-01-10, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-1-10
"2021-01-29, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-1-29
"2021-02-13, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-2-13
"2021-02-16, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-2-16
"2021-02-21, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-2-21
"2021-03-25, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-3-25
"2021-03-26, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-3-26
"2021-03-27, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-3-27
"2021-03-29, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-3-29
"2021-05-07, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-5-7
"2021-05-27, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-5-27
"2021-06-20, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-6-20
"2021-06-30, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-6-20
"2021-07-18, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-7-18
"2021-07-21, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-7-21
"2021-07-22, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-7-22
"2021-07-24, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-7-24
"2021-07-26, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-7-26
"2021-08-01, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-8-1
"2021-08-08, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-8-8
"2021-08-13, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-8-13
"2021-08-14, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-8-14
"2021-08-15, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-8-15
"2021-09-02, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-9-2
"2021-09-03, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-9-3
"2021-09-04, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-9-4
"2021-09-22, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-9-22
"2021-09-23, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-9-23
"2021-09-24, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-9-24
"2021-09-26, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-9-26
"2021-09-27, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-9-27
"2021-09-28, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-9-28
"2021-09-29, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-9-29
"2021-10-01, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-10-1
"2021-10-02, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-10-2
"2021-10-03, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-10-3
"2021-10-07, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-10-7
"2021-10-09, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-10-9
"2021-10-10, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-10-10
"2021-10-13, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-10-13
"2021-10-17, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-10-17
"2021-10-30, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-10-30
"2021-11-29, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-11-29
"2021-12-12, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-12-12
"2021-12-15, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2021-12-15
"2022-01-02, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2022-1-2
"2022-01-09, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2022-1-9
"2022-01-16, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2022-1-16
"2022-02-14, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2022-2-14
"2022-02-20, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2022-2-20
"2022-03-06, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2022-3-6
"2022-03-12, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2022-3-12
"2022-03-13, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2022-3-13
"2022-03-20, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2022-3-20
