Date,URL
"2015-05-03, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2015-5-3
"2015-07-07, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2015-7-7
"2016-03-04, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2016-3-4
"2016-12-08, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2016-12-8
"2016-12-11, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2016-12-11
"2017-01-07, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2017-1-7
"2017-01-08, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2017-1-8
"2017-03-25, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2017-3-25
"2017-03-26, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2017-3-26
"2017-04-08, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2017-4-8
"2017-11-05, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2017-11-5
"2018-11-12, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2018-11-12
"2018-12-16, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2018-12-16
"2021-02-15, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2021-2-15
"2021-05-14, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2021-5-14
"2021-10-02, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2021-10-2
"2021-10-03, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2021-10-3
"2022-09-27, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2022-9-27
"2022-09-28, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2022-9-28
"2022-09-29, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2022-9-29
"2022-10-01, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2022-10-1
"2022-10-02, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2022-10-2
"2022-10-03, Kuala, Nghệ An, Vietnam",https://www.wunderground.com/history/daily/VVVH/date/2022-10-3
"2017-05-27, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2017-5-27
"2017-05-28, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2017-5-28
"2017-05-29, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2017-5-29
"2017-06-12, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2017-6-12
"2017-06-13, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2017-6-13
"2018-12-28, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2018-12-28
"2018-12-29, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2018-12-29
"2018-12-30, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2018-12-30
"2019-01-01, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2019-1-1
"2019-01-02, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2019-1-2
"2019-01-03, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2019-1-3
"2019-01-04, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2019-1-4
"2019-05-30, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2019-5-30
"2019-06-01, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2019-6-1
"2019-06-02, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2019-6-2
"2019-06-03, Naypyidaw (Ela), Mandalay Region, Myanmar (VYEL)",https://www.wunderground.com/history/daily/VYLK/date/2019-6-3
