Date,URL
"2015-07-08, Tokyo, Tokyo Prefecture, Japan",https://www.wunderground.com/history/daily/RJTT/date/2015-7-8
"2022-09-28, Tokyo, Tokyo Prefecture, Japan",https://www.wunderground.com/history/daily/RJTT/date/2022-9-28
"2015-10-08, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2015-10-8
"2016-01-14, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2016-1-14
"2016-01-15, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2016-1-15
"2016-01-16, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2016-1-16
"2016-01-17, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2016-1-17
"2016-01-18, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2016-1-18
"2016-01-19, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2016-1-19
"2016-01-20, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2016-1-20
"2016-01-21, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2016-1-21
"2016-01-31, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2016-1-17
"2016-04-21, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2016-4-21
"2017-03-16, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2017-3-16
"2018-02-01, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2018-2-1
"2018-02-02, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2018-2-2
"2018-02-03, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2018-2-3
"2020-10-29, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2020-10-29
"2020-11-06, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2020-11-6
"2020-11-07, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2020-11-7
"2020-11-08, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2020-11-8
"2020-11-09, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2020-11-9
"2020-11-10, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2020-11-10
"2020-11-11, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2020-11-11
"2021-02-22, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2021-2-22
"2021-07-07, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2021-7-7
"2021-07-08, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2021-7-8
"2021-07-09, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2021-7-9
"2021-07-10, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2021-7-10
"2021-07-11, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2021-7-11
"2021-07-12, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2021-7-12
"2022-03-27, Perlin, Mecklenburg-Western Pomerania, Germany",https://www.wunderground.com/history/daily/EDHL/date/2022-3-27
"2020-10-29, Ankara, Ankara, Türkiye",https://www.wunderground.com/history/daily/LTAC/date/2020-10-29
