Year,Month,Day,Temperature,Temp Dew Point,Humidity,Wind Direction,Wind Speed,Precipitation,Condition,Location,Serialized Hemisphere
2019,1,1,-3.754789272030651,-6.053639846743296,84.72413793103448,NW,25.97148248275862,0.0,Wintry Mix,"Ottawa, Ontario, Canada",3
2019,1,2,-15.046296296296296,-18.703703703703702,75.45833333333333,NE,9.723120000000002,0.0,Fair,"Ottawa, Ontario, Canada",3
2019,1,3,-8.26388888888889,-10.260416666666666,85.09375,NE,10.913364000000001,0.0,Light Snow,"Ottawa, Ontario, Canada",3
2019,1,4,0.512820512820511,-1.6239316239316242,87.34615384615384,SW,15.845848615384618,0.0,Cloudy,"Ottawa, Ontario, Canada",3
2019,1,5,0.5555555555555556,-0.8928571428571431,91.28571428571429,WSW,6.954665142857143,0.0,Cloudy,"Ottawa, Ontario, Canada",3
2019,1,6,-3.8477366255144037,-8.477366255144034,72.25925925925925,NNW,25.33226666666667,0.0,Light Snow,"Ottawa, Ontario, Canada",3
2019,1,7,-13.333333333333334,-18.23045267489712,67.29629629629629,E,20.206208,0.0,Fair,"Ottawa, Ontario, Canada",3
2019,1,8,-4.4144144144144155,-5.6906906906906904,91.21621621621621,E,14.70157491891892,0.0,Cloudy,"Ottawa, Ontario, Canada",3
2019,1,9,-0.2951388888888889,-1.5798611111111112,91.28125,WNW,22.530816,0.0,Light Snow,"Ottawa, Ontario, Canada",3
2019,1,10,-8.571428571428571,-12.24206349206349,75.5,WNW,34.715849142857145,0.0,Light Snow / Windy,"Ottawa, Ontario, Canada",3
2019,1,11,-18.28888888888889,-23.755555555555553,62.96,WNW,23.174553600000003,0.0,Fair,"Ottawa, Ontario, Canada",3
2019,1,12,-16.565656565656568,-21.86868686868687,65.5,WNW,12.143232000000001,0.0,Fair,"Ottawa, Ontario, Canada",3
2019,1,13,-14.521072796934865,-17.70114942528736,77.24137931034483,W,6.825838344827586,0.0,Cloudy,"Ottawa, Ontario, Canada",3
2019,1,14,-13.383838383838384,-16.919191919191917,76.5909090909091,S,6.6568320000000005,0.0,Fair,"Ottawa, Ontario, Canada",3
2019,1,15,-4.301587301587302,-6.492063492063492,85.2,SW,7.448963657142858,0.0,Light Snow,"Ottawa, Ontario, Canada",3
2019,1,16,-4.938271604938271,-8.410493827160494,76.44444444444444,WNW,31.51632,0.0,Light Snow,"Ottawa, Ontario, Canada",3
2019,1,17,-18.45959595959596,-24.09090909090909,63.40909090909091,W,8.851392,0.0,Fair,"Ottawa, Ontario, Canada",3
2019,1,18,-12.586805555555555,-15.78125,77.59375,ENE,12.673584000000002,0.0,Light Snow,"Ottawa, Ontario, Canada",3
2019,1,19,-21.685185185185183,-26.574074074074076,65.5,NE,18.7220352,0.0,Light Snow,"Ottawa, Ontario, Canada",3
2019,1,20,-19.629629629629633,-23.082010582010582,75.47619047619048,NW,26.784082285714288,0.0,Light Snow,"Ottawa, Ontario, Canada",3
2019,1,21,-21.462962962962962,-27.129629629629626,63.13333333333333,WNW,31.274918400000004,0.0,Fair,"Ottawa, Ontario, Canada",3
2019,1,22,-18.914141414141415,-24.065656565656568,65.68181818181819,W,11.923776,0.0,Fair,"Ottawa, Ontario, Canada",3
2019,1,23,-9.292929292929292,-10.959595959595958,87.9090909090909,ENE,15.020544000000003,0.0,Light Snow,"Ottawa, Ontario, Canada",3
2019,1,24,-0.810810810810811,-2.0120120120120117,92.02702702702703,WNW,17.92026291891892,0.0,Light Rain,"Ottawa, Ontario, Canada",3
2019,1,25,-8.602150537634408,-13.74551971326165,69.0,WNW,20.713814709677422,0.0,Mostly Cloudy,"Ottawa, Ontario, Canada",3
2019,1,26,-15.123456790123457,-20.740740740740744,64.07407407407408,WNW,9.83488,0.0,Mostly Cloudy,"Ottawa, Ontario, Canada",3
2019,1,27,-10.034722222222221,-13.836805555555555,75.40625,E,24.391620000000003,0.0,Light Snow,"Ottawa, Ontario, Canada",3
2019,1,28,-21.262626262626263,-29.217171717171723,50.95454545454545,ENE,13.459968,0.0,Fair,"Ottawa, Ontario, Canada",3
2019,1,29,-14.70189701897019,-17.831978319783197,79.07317073170732,E,19.390632585365854,0.0,Light Snow,"Ottawa, Ontario, Canada",3
