Year,Month,Day,Temperature,Temp Dew Point,Humidity,Wind Direction,Wind Speed,Precipitation,Condition,Location,Serialized Hemisphere
2017,1,1,7.727272727,-4.015151515,44.36363636,WSW,16.166592,0,Fair,"New York City, NY",4
2017,1,2,4.504504505,1.261261261,80.7027027,NE,21.26943827,0,Light Rain,"New York City, NY",4
2017,1,3,6.374269006,4.839181287,90.18421053,ENE,24.90248084,0.007894737,Light Rain,"New York City, NY",4
2017,1,4,7.903225806,1.164874552,66.4516129,W,23.30953084,0,Cloudy,"New York City, NY",4
2017,1,5,-0.151515152,-12.7020202,39.04545455,W,23.7744,0,Cloudy,"New York City, NY",4
2017,1,6,-0.555555556,-7.638888889,61.39285714,NNW,14.82895543,0,Light Snow,"New York City, NY",4
2017,1,7,-4.839181287,-9.312865497,72.92105263,N,23.16608337,0,Light Snow,"New York City, NY",4
2017,1,8,-5.38647343,-14.17874396,51.26086957,WNW,30.15770713,0,Fair,"New York City, NY",4
2017,1,9,-6.111111111,-14.87373737,50.77272727,SSW,15.435072,0,Cloudy,"New York City, NY",4
2017,1,10,0.434782609,-5.38647343,65.65217391,S,12.10506574,0,Cloudy,"New York City, NY",4
2017,1,11,8.621399177,4.218106996,74.81481481,SW,16.39146667,0.018518519,Cloudy,"New York City, NY",4
2017,1,12,14.218107,9.465020576,74.59259259,SW,17.76238933,0,Cloudy,"New York City, NY",4
2017,1,13,7.97979798,-1.96969697,50.81818182,NNW,26.773632,0,Mostly Cloudy,"New York City, NY",4
2017,1,14,-0.284900285,-4.914529915,73.1025641,NE,8.665698462,0,Light Snow,"New York City, NY",4
2017,1,15,2.175925926,-5.023148148,60.20833333,NW,14.484096,0,Partly Cloudy,"New York City, NY",4
2017,1,16,3.661616162,-6.035353535,49.81818182,SW,9.436608,0,Mostly Cloudy,"New York City, NY",4
2017,1,17,4.867724868,1.243386243,78.69047619,NE,13.60278857,0.007142857,Light Rain,"New York City, NY",4
2017,1,18,5.434027778,3.142361111,85.28125,NE,17.149572,0.003125,Cloudy,"New York City, NY",4
2017,1,19,6.990740741,1.458333333,68.375,NW,11.868912,0,Cloudy,"New York City, NY",4
2017,1,20,6.028806584,1.481481481,73.14814815,NE,10.96738133,0,Cloudy,"New York City, NY",4
2017,1,21,8.366013072,5.751633987,83.76470588,SW,11.31274165,0,Cloudy,"New York City, NY",4
2017,1,22,7.474747475,5.616161616,88.47272727,NE,17.0883072,0,Fog,"New York City, NY",4
2017,1,23,5.144032922,0.987654321,75.37037037,ENE,45.419264,0.02962963,Cloudy / Windy,"New York City, NY",4
2017,1,24,4.064327485,1.637426901,84.47368421,N,29.47640589,0.023684211,Light Rain,"New York City, NY",4
2017,1,25,7.125603865,-0.700483092,58.13043478,NW,22.530816,0,Fair,"New York City, NY",4
2017,1,26,9.545454545,0.782828283,55.63636364,W,20.921472,0,Cloudy,"New York City, NY",4
2017,1,27,5.833333333,-4.797979798,46.90909091,W,27.870912,0,Mostly Cloudy,"New York City, NY",4
2017,1,28,3.51010101,-6.565656566,48.13636364,W,25.895808,0,Cloudy,"New York City, NY",4
2017,1,29,4.797979798,-7.651515152,41.63636364,WSW,18.726912,0,Mostly Cloudy,"New York City, NY",4
2017,1,30,1.792929293,-10.07575758,42.22727273,NNW,20.628864,0,Mostly Cloudy,"New York City, NY",4
2017,1,31,6.028806584,1.481481481,73.14814815,NE,10.96738133,0,Cloudy,"New York City, NY",4
2017,2,1,6.48989899,-3.232323232,51.22727273,W,23.7744,0,Mostly Cloudy,"New York City, NY",4
2017,2,2,4.570707071,-6.388888889,46.36363636,NW,21.433536,0,Cloudy,"New York City, NY",4
2017,2,3,-0.378787879,-11.96969697,41.86363636,NW,21.360384,0,Cloudy,"New York City, NY",4
2017,2,4,-1.01010101,-14.34343434,36.95454545,WNW,24.286464,0,Fair,"New York City, NY",4
2017,2,5,3.838383838,-8.181818182,41.95454545,WSW,18.946368,0,Cloudy,"New York City, NY",4
2017,2,6,6.060606061,-4.52020202,48.72727273,NW,20.263104,0,Fair,"New York City, NY",4
2017,2,7,3.945868946,1.88034188,86.64102564,NE,19.76604554,0.01025641,Cloudy,"New York City, NY",4
2017,2,8,8.240740741,3.425925926,75.26666667,N,10.0852224,0,Cloudy,"New York City, NY",4
2017,2,9,-0.513888889,-4.916666667,74.05,N,32.388048,0.02,Light Snow,"New York City, NY",4
2017,2,10,-2.954545455,-12.75252525,47.86363636,W,25.530048,0,Fair,"New York City, NY",4
